RespondentId,Party,Gender,AgeGroup,Region,SocialGroup,PastVote,Brexit
164,Conservative,Male,35-44,North,AB,Conservative,Leave
165,Conservative,Male,65+,North,C2,Conservative,Leave
166,Conservative,Female,45-54,North,C1,Conservative,Leave
167,Conservative,Female,65+,South,C1,Conservative,Leave
168,Conservative,Male,45-54,London,DE,Conservative,Leave
169,Conservative,Male,35-44,North,C2,Conservative,Leave
170,Conservative,Female,35-44,North,C1,Conservative,Leave
171,Conservative,Female,18-34,South,C2,Conservative,Leave
172,Conservative,Female,65+,South,C1,Conservative,Leave
173,Conservative,Male,55-64,South,C2,Conservative,Leave
174,Conservative,Male,35-44,Midlands,C1,Conservative,Leave
175,Conservative,Female,45-54,South,C1,Conservative,Leave
176,Conservative,Male,65+,Midlands,AB,Conservative,Leave
177,Conservative,Female,65+,North,DE,Conservative,Leave
178,Conservative,Female,35-44,Midlands,AB,Conservative,Leave
179,Conservative,Male,65+,Wales,C1,Conservative,Leave
180,Conservative,Male,45-54,Wales,DE,Conservative,Leave
181,Conservative,Male,55-64,North,DE,Conservative,Leave
182,Conservative,Male,55-64,North,DE,Conservative,Leave
183,Conservative,Male,18-34,London,C2,Conservative,Leave
184,Conservative,Female,65+,Wales,AB,Conservative,Leave
185,Conservative,Male,55-64,London,DE,Conservative,Leave
186,Conservative,Male,55-64,London,DE,Conservative,Leave
187,Conservative,Female,18-34,North,C2,Conservative,Leave
188,Conservative,Female,45-54,North,AB,Conservative,Leave
189,Conservative,Male,55-64,North,DE,Conservative,Leave
190,Conservative,Male,65+,Midlands,AB,Conservative,Leave
191,Conservative,Male,45-54,Midlands,AB,Conservative,Leave
192,Conservative,Male,35-44,North,C2,Conservative,Leave
193,Conservative,Female,65+,North,AB,Conservative,Leave
194,Conservative,Male,18-34,London,AB,Conservative,Leave
195,Conservative,Female,18-34,Midlands,DE,Conservative,Leave
196,Conservative,Female,45-54,South,AB,Conservative,Leave
197,Conservative,Male,18-34,Wales,DE,Conservative,Leave
198,Conservative,Female,18-34,South,C2,Conservative,Leave
199,Conservative,Male,18-34,Wales,AB,Conservative,Leave
200,Conservative,Male,55-64,South,DE,Conservative,Leave
201,Conservative,Female,45-54,South,AB,Conservative,Leave
202,Conservative,Male,18-34,London,DE,Conservative,Leave
203,Conservative,Male,55-64,North,AB,Conservative,Leave
204,Conservative,Female,18-34,South,C2,Conservative,Leave
205,Conservative,Female,55-64,Wales,AB,Conservative,Leave
206,Conservative,Female,55-64,Wales,C2,Conservative,Leave
207,Conservative,Male,18-34,Wales,DE,Conservative,Leave
208,Conservative,Male,55-64,South,DE,Conservative,Leave
209,Conservative,Female,45-54,Wales,AB,Conservative,Leave
210,Conservative,Male,18-34,North,C2,Conservative,Leave
211,Conservative,Female,65+,North,AB,Conservative,Leave
212,Conservative,Male,35-44,South,DE,Conservative,Leave
213,Conservative,Female,35-44,Wales,C2,Conservative,Leave
214,Conservative,Male,55-64,Midlands,DE,Conservative,Leave
215,Conservative,Male,18-34,Wales,C2,Conservative,Leave
216,Conservative,Female,35-44,London,DE,Conservative,Leave
217,Conservative,Female,35-44,North,AB,Conservative,Leave
218,Conservative,Female,55-64,South,C2,Conservative,Leave
219,Conservative,Male,35-44,London,AB,Conservative,Leave
220,Conservative,Female,55-64,North,AB,Conservative,Leave
221,Conservative,Female,35-44,South,AB,Conservative,Leave
222,Conservative,Male,18-34,North,AB,Conservative,Leave
223,Conservative,Female,18-34,Midlands,AB,Conservative,Leave
224,Conservative,Female,18-34,Midlands,C2,Conservative,Leave
225,Conservative,Male,65+,North,AB,Conservative,Leave
226,Conservative,Female,65+,North,C2,Conservative,Leave
227,Conservative,Male,65+,North,DE,Conservative,Leave
228,Conservative,Male,45-54,London,C2,Conservative,Leave
229,Conservative,Male,55-64,Wales,DE,Conservative,Leave
230,Conservative,Female,45-54,London,C2,Conservative,Leave
231,Conservative,Female,65+,London,AB,Conservative,Leave
232,Conservative,Female,65+,Wales,AB,Conservative,Leave
233,Conservative,Male,55-64,South,C2,Conservative,Leave
234,Conservative,Male,55-64,South,C2,Conservative,Leave
235,Conservative,Male,18-34,Midlands,DE,Conservative,Leave
236,Conservative,Male,65+,Midlands,DE,Conservative,Leave
237,Conservative,Female,45-54,Midlands,AB,Conservative,Leave
238,Conservative,Male,55-64,London,C2,Conservative,Leave
239,Conservative,Male,55-64,North,AB,Conservative,Leave
240,Conservative,Female,18-34,South,C2,Conservative,Leave
241,Conservative,Male,65+,Midlands,AB,Conservative,Leave
242,Conservative,Male,45-54,South,DE,Conservative,Leave
243,Conservative,Male,65+,South,AB,Conservative,Leave
244,Conservative,Male,55-64,Wales,C2,Conservative,Leave
245,Conservative,Female,45-54,North,AB,Conservative,Leave
246,Conservative,Female,65+,South,C2,Conservative,Leave
247,Conservative,Male,45-54,South,AB,Conservative,Leave
248,Conservative,Male,55-64,North,DE,Conservative,Leave
249,Conservative,Female,18-34,North,DE,Conservative,Leave
250,Conservative,Female,55-64,London,C2,Conservative,Leave
251,Conservative,Male,18-34,London,C2,Conservative,Leave
252,Conservative,Female,55-64,London,C2,Conservative,Leave
253,Conservative,Female,55-64,Wales,AB,Conservative,Leave
254,Conservative,Male,18-34,Midlands,C2,Conservative,Leave
255,Conservative,Male,45-54,North,C2,Conservative,Leave
256,Conservative,Female,65+,London,C2,Conservative,Leave
257,Conservative,Male,45-54,Midlands,DE,Conservative,Leave
258,Conservative,Female,55-64,London,DE,Conservative,Leave
259,Conservative,Male,65+,Wales,C2,Conservative,Leave
260,Conservative,Female,65+,South,C2,Conservative,Leave
261,Conservative,Female,45-54,South,AB,Conservative,Leave
262,Conservative,Male,18-34,London,DE,Conservative,Leave
263,Conservative,Female,45-54,Wales,C2,Conservative,Leave
264,Conservative,Male,65+,North,AB,Conservative,Leave
265,Conservative,Female,55-64,North,C2,Conservative,Leave
266,Conservative,Female,65+,Midlands,C2,Conservative,Leave
267,Conservative,Female,45-54,North,AB,Conservative,Leave
268,Conservative,Male,18-34,South,DE,Conservative,Leave
269,Conservative,Male,18-34,Wales,DE,Conservative,Leave
270,Conservative,Male,45-54,South,AB,Conservative,Leave
271,Conservative,Female,45-54,North,DE,Conservative,Leave
272,Conservative,Male,65+,London,DE,Conservative,Leave
273,Conservative,Female,55-64,Midlands,C2,Conservative,Leave
274,Conservative,Female,18-34,Midlands,AB,Conservative,Leave
275,Conservative,Male,45-54,Wales,C2,Conservative,Leave
276,Conservative,Male,18-34,North,C2,Conservative,Leave
277,Conservative,Male,45-54,Midlands,AB,Conservative,Leave
278,Conservative,Male,45-54,South,C2,Conservative,Leave
279,Conservative,Female,45-54,Wales,C2,Conservative,Leave
280,Conservative,Female,65+,Midlands,C2,Conservative,Leave
281,Conservative,Female,55-64,Midlands,DE,Conservative,Leave
282,Conservative,Male,18-34,Wales,C2,Conservative,Leave
283,Conservative,Female,55-64,Wales,DE,Conservative,Leave
284,Conservative,Female,45-54,North,DE,Conservative,Leave
285,Conservative,Male,65+,South,DE,Conservative,Leave
286,Conservative,Male,55-64,North,AB,Conservative,Leave
287,Conservative,Male,45-54,London,AB,Conservative,Leave
288,Conservative,Male,65+,North,DE,Conservative,Leave
289,Conservative,Male,18-34,North,DE,Conservative,Leave
290,Conservative,Female,45-54,Wales,C2,Conservative,Leave
291,Conservative,Female,18-34,North,AB,Conservative,Leave
292,Conservative,Female,45-54,Midlands,AB,Conservative,Leave
293,Conservative,Female,45-54,Midlands,C2,Conservative,Leave
294,Conservative,Male,18-34,North,AB,Conservative,Leave
295,Conservative,Female,45-54,North,DE,Conservative,Leave
296,Conservative,Male,55-64,Wales,AB,Conservative,Leave
297,Conservative,Female,55-64,Midlands,AB,Conservative,Leave
298,Conservative,Female,18-34,Midlands,AB,Conservative,Leave
299,Conservative,Female,18-34,Wales,AB,Conservative,Leave
300,Conservative,Female,18-34,Midlands,DE,Conservative,Leave
301,Conservative,Male,65+,London,DE,Conservative,Leave
302,Conservative,Male,65+,Midlands,AB,Conservative,Leave
303,Conservative,Female,65+,London,DE,Conservative,Leave
304,Conservative,Male,65+,Midlands,C2,Conservative,Leave
305,Conservative,Female,65+,South,DE,Conservative,Leave
306,Conservative,Female,65+,Midlands,AB,Conservative,Leave
307,Conservative,Female,18-34,South,C2,Conservative,Leave
308,Conservative,Male,65+,South,AB,Conservative,Leave
309,Conservative,Male,65+,Midlands,DE,Conservative,Leave
310,Conservative,Male,65+,Wales,DE,Conservative,Leave
311,Conservative,Male,65+,Wales,DE,Conservative,Leave
312,Conservative,Female,65+,Wales,C2,Conservative,Leave
313,Conservative,Female,65+,Wales,C2,Conservative,Leave
314,Conservative,Female,65+,South,AB,Conservative,Leave
315,Conservative,Male,65+,London,C2,Conservative,Leave
316,Conservative,Male,65+,North,AB,Conservative,Leave
317,Conservative,Female,65+,Midlands,DE,Conservative,Leave
318,Conservative,Male,65+,Wales,C2,Conservative,Leave
319,Conservative,Male,65+,London,C2,Conservative,Leave
320,Conservative,Female,65+,Wales,C2,Conservative,Did not vote
321,Conservative,Male,65+,North,DE,Conservative,Did not vote
322,Conservative,Male,65+,South,AB,Conservative,Did not vote
323,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
324,Conservative,Male,65+,South,DE,Conservative,Did not vote
325,Conservative,Male,65+,Wales,AB,Conservative,Did not vote
326,Conservative,Male,65+,Wales,AB,Conservative,Did not vote
327,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
328,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
329,Conservative,Male,65+,North,AB,Conservative,Did not vote
330,Conservative,Male,65+,North,DE,Conservative,Did not vote
331,Conservative,Female,65+,North,DE,Conservative,Did not vote
332,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
333,Conservative,Female,65+,South,DE,Conservative,Did not vote
334,Conservative,Male,65+,North,DE,Conservative,Did not vote
335,Conservative,Male,65+,North,DE,Conservative,Did not vote
336,Conservative,Male,65+,Midlands,DE,Conservative,Did not vote
337,Conservative,Female,65+,North,DE,Conservative,Did not vote
338,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
339,Conservative,Male,65+,South,DE,Conservative,Did not vote
340,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
341,Conservative,Male,65+,South,DE,Conservative,Did not vote
342,Conservative,Male,65+,South,DE,Conservative,Did not vote
343,Conservative,Male,65+,North,DE,Conservative,Did not vote
344,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
345,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
346,Conservative,Male,65+,Midlands,DE,Conservative,Did not vote
347,Conservative,Female,65+,South,DE,Conservative,Did not vote
348,Conservative,Male,65+,Midlands,DE,Conservative,Did not vote
349,Conservative,Male,65+,Midlands,DE,Conservative,Did not vote
350,Conservative,Male,65+,North,DE,Conservative,Did not vote
351,Conservative,Female,65+,Midlands,DE,Conservative,Did not vote
352,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
353,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
354,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
355,Conservative,Female,65+,South,DE,Conservative,Did not vote
356,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
357,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
358,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
359,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
360,Conservative,Female,65+,North,DE,Conservative,Did not vote
361,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
362,Conservative,Female,65+,South,DE,Conservative,Did not vote
363,Conservative,Male,65+,North,DE,Conservative,Did not vote
364,Conservative,Male,65+,Wales,DE,Conservative,Did not vote
365,Conservative,Male,65+,South,DE,Conservative,Did not vote
366,Conservative,Male,65+,Midlands,DE,Conservative,Did not vote
367,Conservative,Male,65+,North,DE,Conservative,Did not vote
368,Conservative,Female,65+,South,DE,Conservative,Did not vote
369,Conservative,Male,65+,South,DE,Conservative,Did not vote
370,Conservative,Female,65+,North,DE,Conservative,Did not vote
371,Conservative,Male,65+,North,DE,Conservative,Did not vote
372,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
373,Conservative,Female,65+,North,DE,Conservative,Did not vote
374,Conservative,Female,65+,Midlands,DE,Conservative,Did not vote
375,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
376,Conservative,Female,65+,South,DE,Conservative,Did not vote
377,Conservative,Female,65+,Wales,DE,Conservative,Did not vote
378,Conservative,Female,65+,South,DE,Conservative,Did not vote
379,Conservative,Female,65+,South,DE,Conservative,Did not vote
380,Conservative,Female,65+,South,DE,Conservative,Did not vote
381,Conservative,Female,65+,North,DE,Conservative,Did not vote
382,Conservative,Female,65+,South,DE,Conservative,Did not vote
383,Conservative,Female,65+,North,DE,Conservative,Did not vote
384,Labour,Female,35-44,London,C2,Labour,Leave
385,Labour,Female,55-64,Wales,C2,Labour,Leave
386,Labour,Male,45-54,Midlands,AB,Conservative,Leave
387,Labour,Male,18-34,Northern Ireland,C2,Liberal Democrats,Leave
388,Labour,Female,18-34,North,AB,Labour,Remain
389,Labour,Female,45-54,South,C1,Other,Leave
390,Labour,Female,65+,Midlands,DE,Labour,Remain
391,Labour,Female,45-54,London,C1,Labour,Leave
392,Labour,Male,55-64,South,C2,Labour,Remain
393,Labour,Male,35-44,North,C1,Labour,Remain
394,Labour,Female,18-34,North,AB,Labour,Leave
395,Labour,Female,45-54,Midlands,DE,Labour,Remain
396,Labour,Female,55-64,Scotland,C2,Labour,Remain
397,Labour,Female,18-34,South,DE,Labour,Remain
398,Labour,Female,45-54,Scotland,DE,Labour,Remain
399,Labour,Female,65+,Scotland,AB,Labour,Leave
400,Labour,Female,35-44,Wales,DE,Labour,Remain
401,Labour,Female,35-44,South,C2,Labour,Remain
402,Labour,Female,35-44,London,C1,Labour,Remain
403,Labour,Male,55-64,Wales,DE,Labour,Leave
404,Labour,Male,45-54,Wales,AB,Labour,Remain
405,Labour,Male,65+,North,C1,Labour,Remain
406,Labour,Female,35-44,South,DE,Labour,Leave
407,Labour,Female,45-54,Scotland,C1,Labour,Leave
408,Labour,Female,45-54,South,AB,Labour,Leave
409,Labour,Male,65+,Scotland,C2,Labour,Leave
410,Labour,Male,65+,South,C1,Labour,Remain
411,Labour,Male,18-34,Wales,C1,Labour,Leave
412,Labour,Male,65+,Scotland,C1,Labour,Remain
413,Labour,Male,35-44,Wales,AB,Labour,Remain
414,Labour,Female,55-64,Wales,C1,Labour,Remain
415,Labour,Male,18-34,Scotland,DE,Labour,Remain
416,Labour,Female,35-44,Wales,C1,Labour,Remain
417,Labour,Male,65+,South,DE,Labour,Remain
418,Labour,Female,35-44,Scotland,C1,Labour,Leave
419,Labour,Female,18-34,London,AB,Labour,Leave
420,Labour,Female,65+,North,C1,Labour,Remain
421,Labour,Male,35-44,Wales,C2,Labour,Remain
422,Labour,Male,18-34,North,DE,Labour,Leave
423,Labour,Male,35-44,Scotland,C2,Labour,Remain
424,Labour,Female,18-34,London,AB,Labour,Remain
425,Labour,Female,55-64,Scotland,DE,Labour,Leave
426,Labour,Female,65+,London,DE,Labour,Leave
427,Labour,Female,18-34,Midlands,AB,Labour,Leave
428,Labour,Female,45-54,North,C2,Labour,Remain
429,Labour,Female,55-64,Scotland,DE,Labour,Remain
430,Labour,Male,45-54,South,C2,Labour,Remain
431,Labour,Male,35-44,Scotland,DE,Labour,Remain
432,Labour,Male,18-34,London,C1,Labour,Remain
433,Labour,Male,55-64,North,C2,Labour,Leave
434,Labour,Male,55-64,Scotland,C1,Labour,Remain
435,Labour,Male,55-64,Scotland,DE,Labour,Remain
436,Labour,Male,18-34,Scotland,AB,Labour,Remain
437,Labour,Female,45-54,Scotland,AB,Labour,Remain
438,Labour,Male,35-44,Wales,DE,Labour,Leave
439,Labour,Male,18-34,Scotland,AB,Labour,Remain
440,Labour,Male,65+,North,DE,Labour,Leave
441,Labour,Female,18-34,Midlands,DE,Labour,Leave
442,Labour,Female,55-64,South,AB,Labour,Leave
443,Labour,Female,18-34,London,DE,Labour,Remain
444,Labour,Male,18-34,South,C1,Labour,Remain
445,Labour,Male,35-44,Scotland,AB,Labour,Leave
446,Labour,Male,18-34,North,C1,Labour,Leave
447,Labour,Male,45-54,Wales,C2,Labour,Leave
448,Labour,Female,35-44,South,DE,Labour,Leave
449,Labour,Male,65+,Midlands,C1,Labour,Remain
450,Labour,Female,65+,South,AB,Labour,Remain
451,Labour,Male,18-34,North,AB,Labour,Remain
452,Labour,Female,45-54,London,AB,Labour,Leave
453,Labour,Male,18-34,South,C2,Labour,Remain
454,Labour,Male,65+,South,DE,Labour,Leave
455,Labour,Male,18-34,South,AB,Labour,Leave
456,Labour,Female,35-44,London,C1,Labour,Remain
457,Labour,Female,65+,North,C1,Labour,Remain
458,Labour,Female,45-54,South,C1,Labour,Remain
459,Labour,Female,55-64,London,C1,Labour,Remain
460,Labour,Male,35-44,South,AB,Labour,Leave
461,Labour,Female,45-54,Wales,AB,Labour,Remain
462,Labour,Female,65+,Wales,AB,Labour,Leave
463,Labour,Female,65+,London,C1,Labour,Remain
464,Labour,Male,55-64,Midlands,C2,Labour,Remain
465,Labour,Male,45-54,London,AB,Labour,Remain
466,Labour,Female,18-34,Midlands,C1,Labour,Leave
467,Labour,Female,55-64,South,DE,Labour,Remain
468,Labour,Male,65+,Midlands,DE,Labour,Leave
469,Labour,Male,18-34,London,AB,Labour,Leave
470,Labour,Male,65+,London,DE,Labour,Leave
471,Labour,Male,18-34,London,C1,Labour,Remain
472,Labour,Female,55-64,Wales,C2,Labour,Remain
473,Labour,Female,35-44,North,AB,Labour,Leave
474,Labour,Male,18-34,North,AB,Labour,Remain
475,Labour,Male,65+,South,C2,Labour,Remain
476,Labour,Female,45-54,South,AB,Labour,Remain
477,Labour,Female,55-64,South,C1,Labour,Leave
478,Labour,Male,55-64,Midlands,C1,Labour,Remain
479,Labour,Male,45-54,South,C1,Labour,Remain
480,Labour,Female,65+,North,DE,Labour,Remain
481,Labour,Male,55-64,South,C2,Labour,Remain
482,Labour,Female,45-54,London,AB,Labour,Remain
483,Labour,Male,35-44,South,AB,Labour,Leave
484,Labour,Male,45-54,South,C2,Labour,Remain
485,Labour,Male,45-54,Midlands,DE,Labour,Remain
486,Labour,Female,18-34,London,AB,Labour,Leave
